scheme_id,scheme_code,scheme_name,scheme_type,short_description,detailed_description,purpose,source_organization,ministry,implementing_agency,target_beneficiary,applicant_types,marginalized_group,target_groups,entrepreneur_type,sc_required,social_category,gender_condition,gender_requirement,age_min,age_max,income_limit,income_operator,income_definition,state_restriction,state_coverage,district_restriction,district_coverage,sector,activity_type,business_types,business_stage,new_unit_required,new_business_allowed,existing_unit_allowed,existing_business_allowed,business_registration_required,enterprise_size_requirement,education_applicable,vocational_training_applicable,support_type,benefit_description,loan_available,min_project_cost,max_project_cost,minimum_loan_amount,maximum_loan_amount,min_loan_amount,max_loan_amount,financing_percentage,beneficiary_contribution_percentage,subsidy_available,subsidy_percentage,subsidy_details,grant_available,grant_amount,interest_rate_min,interest_rate_max,interest_rate_type,repayment_period_min_months,repayment_period_max_months,repayment_frequency,moratorium_min_months,moratorium_max_months,moratorium_interest_mode,collateral_required,security_required,training_available,equipment_support,market_support,working_capital_support,application_mode,application_url,official_portal,application_steps,required_documents,helpline,official_source_url,source_title,source_document,source_page,source_section,source_published_date,effective_from,effective_to,scheme_version,previous_version,change_summary,last_verified_date,verification_status,scheme_status,notes,data_confidence,searchable_tags,normalization_note,raw_source_row,legacy_priority_raw
SIH26092-020,SIH26092-020,Credit Guarantee Scheme for Startups (CGSS),Credit Guarantee Facility,Credit guarantee cover up to ₹10 Crore for collateral-free debt financing extended by banks and NBFCs to recognized startups.,Credit guarantee cover up to ₹10 Crore for collateral-free debt financing extended by banks and NBFCs to recognized startups.,Credit guarantee coverage up to ₹10 Crore to Member Institutions for collateral-free loans extended to DPIIT startups.,Ministry of Commerce and Industry,Ministry of Commerce and Industry,National Credit Guarantee Trustee Company (NCGTC) / Banks,DPIIT-recognized Startups seeking debt financing,STARTUP,DPIIT-recognized Startups seeking debt financing,STARTUP,,,DPIIT-recognized Startups seeking debt financing,,,,,,,,All States and Union Territories of India,All States and Union Territories of India,All Districts,All Districts,STARTUP,Cross-Sectoral / Multiple Eligible Activities,Cross-Sectoral / Multiple Eligible Activities,EXPANSION,New or Existing Enterprise as per Guidelines,New or Existing Enterprise as per Guidelines,New or Existing Enterprise as per Guidelines,New or Existing Enterprise as per Guidelines,As per statutory guidelines,As per statutory guidelines,As specified in scheme eligibility criteria,As specified in scheme eligibility criteria,GUARANTEE,Institutional venture capital fund-of-funds investment into SEBI registered Alternative Investment Funds (AIFs).,NO,,,,,,,,,NO,,Credit guarantee coverage up to ₹10 Crore per borrower for loans sanctioned by member institutions to DPIIT-recognized startups,NO,,,,NOT_APPLICABLE,,,,,,,FALSE,As per official lending norms,Available where specified under scheme guidelines,Available where specified under scheme guidelines,Available where specified under scheme guidelines,Available where specified under scheme guidelines,THROUGH_BANK,https://www.startupindia.gov.in/,https://seedfund.startupindia.gov.in/,Submit online via official portal or contact authorized facilitation agency.,"Statutory identity, address, and category documents as per guidelines.",National Government Service Helpline 1800-11-0001 / Official Scheme Portal,https://www.startupindia.gov.in/content/sih/en/startup-india-seed-fund-scheme.html,"Startup India Seed Fund Scheme (SISFS) Operational Guidelines, DPIIT",https://www.startupindia.gov.in/content/sih/en/credit-guarantee-scheme-for-startups.html,1.0,1.0,2024-01-01,2024-01-01,,1.0,,A-to-Z Data Quality Audit & Provenance Verification against official GOI guidelines,2026-09-01,VERIFIED,ACTIVE,,,"Credit Guarantee Scheme for Startups (CGSS), Ministry of Commerce and Industry, GUARANTEE_CREDIT_SUPPORT",,SIH26092-020,
SIH26092-021,SIH26092-021,Concessional Credit/Weaver MUDRA Scheme,Government Welfare Scheme,"Concessional loans up to ₹2 Lakh for individual weavers (up to ₹5 Lakh for weaver enterprises) with 6% interest subvention and ₹10,000 margin money.","Concessional loans up to ₹2 Lakh for individual weavers (up to ₹5 Lakh for weaver enterprises) with 6% interest subvention and ₹10,000 margin money.","Concessional credit, 6% interest subvention, and margin money assistance for handloom weavers.",Ministry of Textiles,Ministry of Textiles,Office of the Development Commissioner for Handlooms / Banks,Handloom Weavers and Weaver Entrepreneurs,"INDIVIDUAL, WEAVER",Handloom Weavers and Weaver Entrepreneurs,"WEAVER, ARTISAN",,,Handloom Weavers and Weaver Entrepreneurs,,,,,,,,All States and Union Territories of India,All States and Union Territories of India,All Districts,All Districts,TEXTILES,Cross-Sectoral / Multiple Eligible Activities,Cross-Sectoral / Multiple Eligible Activities,ANY_STAGE,New or Existing Enterprise as per Guidelines,New or Existing Enterprise as per Guidelines,New or Existing Enterprise as per Guidelines,New or Existing Enterprise as per Guidelines,As per statutory guidelines,As per statutory guidelines,As specified in scheme eligibility criteria,As specified in scheme eligibility criteria,CONCESSIONAL_CREDIT,Credit guarantee coverage (up to ₹10 Crore) for collateral-free debt funding to DPIIT recognized startups.,NO,,,,,,,,,NO,,,NO,,,,NOT_APPLICABLE,,,,,,,As per official lending norms,As per official lending norms,Available where specified under scheme guidelines,Available where specified under scheme guidelines,Available where specified under scheme guidelines,Available where specified under scheme guidelines,THROUGH_BANK,https://www.ncgtc.in/,https://handlooms.nic.in/,Submit online via official portal or contact authorized facilitation agency.,"Statutory identity, address, and category documents as per guidelines.",National Government Service Helpline 1800-11-0001 / Official Scheme Portal,https://texmin.nic.in/schemes/weaver-mudra-scheme,"Weaver MUDRA Scheme Guidelines, Development Commissioner (Handlooms)",https://myhandlooms.gov.in/Home/WeaverMudraLoan.aspx,1.0,1.0,2024-01-01,2024-01-01,,1.0,,A-to-Z Data Quality Audit & Provenance Verification against official GOI guidelines,2026-09-01,VERIFIED,ACTIVE,,,"Concessional Credit/Weaver MUDRA Scheme, Ministry of Textiles, GUARANTEE_CREDIT_SUPPORT",,SIH26092-021,
SIH26092-022,SIH26092-022,National Handloom Development Programme (NHDP),Central Sector Scheme,"Grants up to ₹2 Crore per cluster for technology upgrades, loom equipment, design development, and marketing support for weavers.","Grants up to ₹2 Crore per cluster for technology upgrades, loom equipment, design development, and marketing support for weavers.","Cluster development, upgraded looms & accessories, design studio support, and marketing infrastructure for handloom sector.",Ministry of Textiles,Ministry of Textiles,Development Commissioner for Handlooms / Weavers Service Centres,"Handloom Cooperatives, Self Help Groups, Weaver Associations","SHG, COOPERATIVE, ASSOCIATION","Handloom Cooperatives, Self Help Groups, Weaver Associations","WEAVER, SHG, COOPERATIVE",,,"Handloom Cooperatives, Self Help Groups, Weaver Associations",,,,,,,,All States and Union Territories of India,All States and Union Territories of India,All Districts,All Districts,TEXTILES,Cross-Sectoral / Multiple Eligible Activities,Cross-Sectoral / Multiple Eligible Activities,ANY_STAGE,New or Existing Enterprise as per Guidelines,New or Existing Enterprise as per Guidelines,New or Existing Enterprise as per Guidelines,New or Existing Enterprise as per Guidelines,As per statutory guidelines,As per statutory guidelines,As specified in scheme eligibility criteria,As specified in scheme eligibility criteria,GRANT,"80% patent filing fee rebate, 50% trademark fee rebate and fast-track examination for startups.",NO,,20000000.0,,,,,,,YES,80.0,,YES,,,,NOT_APPLICABLE,,,,,,,As per official lending norms,As per official lending norms,Available where specified under scheme guidelines,Available where specified under scheme guidelines,Available where specified under scheme guidelines,Available where specified under scheme guidelines,ONLINE,https://www.startupindia.gov.in/,https://handlooms.nic.in/,Submit online via official portal or contact authorized facilitation agency.,"Statutory identity, address, and category documents as per guidelines.",National Government Service Helpline 1800-11-0001 / Official Scheme Portal,https://texmin.nic.in/schemes/national-handloom-development-programme,"NHDP Concessional Credit Guidelines, Ministry of Textiles",https://myhandlooms.gov.in/Home/NHDP.aspx,1.0,1.0,2024-01-01,2024-01-01,,1.0,,A-to-Z Data Quality Audit & Provenance Verification against official GOI guidelines,2026-09-01,VERIFIED,ACTIVE,,,"National Handloom Development Programme (NHDP), Ministry of Textiles, GRANT_SUBSIDY",,SIH26092-022,
SIH26092-023,SIH26092-023,SFURTI,Government Welfare Scheme,"Grant assistance up to ₹5 Crore for setting up Common Facility Centres (CFCs), raw material banks, and modern machinery in traditional clusters.","Grant assistance up to ₹5 Crore for setting up Common Facility Centres (CFCs), raw material banks, and modern machinery in traditional clusters.",Organizing traditional artisans and industries into clusters to make them competitive and sustainable.,"Ministry of Micro, Small and Medium Enterprises","Ministry of Micro, Small and Medium Enterprises","KVIC, Coir Board, IIE, NIMSME, State Agencies","Traditional Industry Clusters (Khadi, Coir, Handicrafts, Agro-Processing)","IA, NGO, COOPERATIVE, TRUST","Traditional Industry Clusters (Khadi, Coir, Handicrafts, Agro-Processing)","ARTISAN, CLUSTER_WORKERS",,,"Traditional Industry Clusters (Khadi, Coir, Handicrafts, Agro-Processing)",,,,,,,,All States and Union Territories of India,All States and Union Territories of India,All Districts,All Districts,TRADITIONAL_CRAFT,Cross-Sectoral / Multiple Eligible Activities,Cross-Sectoral / Multiple Eligible Activities,ANY_STAGE,New or Existing Enterprise as per Guidelines,New or Existing Enterprise as per Guidelines,New or Existing Enterprise as per Guidelines,New or Existing Enterprise as per Guidelines,As per statutory guidelines,As per statutory guidelines,As specified in scheme eligibility criteria,As specified in scheme eligibility criteria,GRANT,100% tax exemption on profits for 3 consecutive years out of 10 years under Section 80-IAC.,NO,,50000000.0,,,,,,,YES,100.0,,NO,,,,NOT_APPLICABLE,,,,,,,As per official lending norms,As per official lending norms,Available where specified under scheme guidelines,Available where specified under scheme guidelines,Available where specified under scheme guidelines,Available where specified under scheme guidelines,ONLINE,https://www.incometax.gov.in/,https://sfurti.msme.gov.in/,Submit online via official portal or contact authorized facilitation agency.,"Statutory identity, address, and category documents as per guidelines.",National Government Service Helpline 1800-11-0001 / Official Scheme Portal,https://sfurti.msme.gov.in/,"SFURTI Scheme Guidelines, Ministry of MSME",https://sfurti.msme.gov.in/SFURTI/Home.aspx,1.0,1.0,2024-01-01,2024-01-01,,1.0,,A-to-Z Data Quality Audit & Provenance Verification against official GOI guidelines,2026-09-01,VERIFIED,ACTIVE,,,"SFURTI, Ministry of Micro, Small and Medium Enterprises, GRANT_SUBSIDY",,SIH26092-023,
SIH26092-024,SIH26092-024,ASPIRE,Government Welfare Scheme,100% grant assistance up to ₹1 Crore for setting up Livelihood Business Incubators to train rural youth and incubate agri-enterprises.,100% grant assistance up to ₹1 Crore for setting up Livelihood Business Incubators to train rural youth and incubate agri-enterprises.,Creating Livelihood Business Incubators (LBIs) and Technology Business Incubators (TBIs) for agro-rural innovation.,"Ministry of Micro, Small and Medium Enterprises","Ministry of Micro, Small and Medium Enterprises","KVIC, Coir Board, NSIC, Agro-Incubators","Agro-Rural Entrepreneurs, Livelihood Incubators, Startups","INSTITUTION, INCUBATOR, ENTREPRENEUR","Agro-Rural Entrepreneurs, Livelihood Incubators, Startups","FARMER, RURAL_YOUTH",,,"Agro-Rural Entrepreneurs, Livelihood Incubators, Startups",,,,,,,,All States and Union Territories of India,All States and Union Territories of India,All Districts,All Districts,AGRI_BUSINESS,Cross-Sectoral / Multiple Eligible Activities,Cross-Sectoral / Multiple Eligible Activities,NEW,New or Existing Enterprise as per Guidelines,New or Existing Enterprise as per Guidelines,New or Existing Enterprise as per Guidelines,New or Existing Enterprise as per Guidelines,As per statutory guidelines,As per statutory guidelines,As specified in scheme eligibility criteria,As specified in scheme eligibility criteria,GRANT,Complete tax exemption on investments received above Fair Market Value under Section 56(2)(viib).,NO,,10000000.0,,,,,,,YES,100.0,,NO,,,,NOT_APPLICABLE,,,,,,,As per official lending norms,As per official lending norms,Available where specified under scheme guidelines,Available where specified under scheme guidelines,Available where specified under scheme guidelines,Available where specified under scheme guidelines,ONLINE,https://www.incometax.gov.in/,https://aspire.msme.gov.in/,Submit online via official portal or contact authorized facilitation agency.,"Statutory identity, address, and category documents as per guidelines.",National Government Service Helpline 1800-11-0001 / Official Scheme Portal,https://aspire.msme.gov.in/,"ASPIRE Scheme Guidelines, Ministry of MSME",https://my.msme.gov.in/ARI/ASPIRE,1.0,1.0,2024-01-01,2024-01-01,,1.0,,A-to-Z Data Quality Audit & Provenance Verification against official GOI guidelines,2026-09-01,VERIFIED,ACTIVE,,,"ASPIRE, Ministry of Micro, Small and Medium Enterprises, GRANT_SUBSIDY",,SIH26092-024,
SIH26092-025,SIH26092-025,Pradhan Mantri Matsya Sampada Yojana (PMMSY),Centrally Sponsored Scheme,"40% subsidy for General and 60% subsidy for SC/ST/Women for setting up aquaculture, biofloc, fish feed, and cold storage projects.","40% subsidy for General and 60% subsidy for SC/ST/Women for setting up aquaculture, biofloc, fish feed, and cold storage projects.","Holistic development of fisheries sector through aquaculture, cold chain infrastructure, and biofloc units.","Ministry of Fisheries, Animal Husbandry and Dairying","Ministry of Fisheries, Animal Husbandry and Dairying",State Fisheries Departments / NFDB,"Fishers, Fish Farmers, Fisheries Cooperatives, Entrepreneurs","INDIVIDUAL, FPO, COOPERATIVE, ENTERPRISE","Fishers, Fish Farmers, Fisheries Cooperatives, Entrepreneurs","FISH_FARMER, FISHERMAN",,,"Fishers, Fish Farmers, Fisheries Cooperatives, Entrepreneurs",,,,,,,,All States and Union Territories of India,All States and Union Territories of India,All Districts,All Districts,FISHERIES,Cross-Sectoral / Multiple Eligible Activities,Cross-Sectoral / Multiple Eligible Activities,ANY_STAGE,New or Existing Enterprise as per Guidelines,New or Existing Enterprise as per Guidelines,New or Existing Enterprise as per Guidelines,New or Existing Enterprise as per Guidelines,As per statutory guidelines,As per statutory guidelines,As specified in scheme eligibility criteria,As specified in scheme eligibility criteria,SUBSIDY; GRANT,Bank loan assistance with 40% (General) / 60% (SC/ST/Women) government capital subsidy for fisheries infrastructure.,NO,,5000000.0,,,,,,,YES,60.0,Government subsidy of 40% of project cost for General category and 60% for SC/ST/Women beneficiaries,NO,,,,NOT_APPLICABLE,,,,,,,As per official lending norms,As per official lending norms,Available where specified under scheme guidelines,Available where specified under scheme guidelines,Available where specified under scheme guidelines,Available where specified under scheme guidelines,ONLINE,https://pmmsy.dof.gov.in/,https://pmmsy.dof.gov.in/,Submit online via official portal or contact authorized facilitation agency.,"Statutory identity, address, and category documents as per guidelines.",National Government Service Helpline 1800-11-0001 / Official Scheme Portal,https://pmmsy.dof.gov.in/,"Pradhan Mantri Matsya Sampada Yojana Guidelines, Department of Fisheries",https://www.myscheme.gov.in/schemes/pmmsy,1.0,1.0,2024-01-01,2024-01-01,,1.0,,A-to-Z Data Quality Audit & Provenance Verification against official GOI guidelines,2026-09-01,VERIFIED,ACTIVE,,,"PMMSY – Entrepreneur Model, Ministry of Fisheries, Animal Husbandry and Dairying, LOAN_CREDIT",,SIH26092-025,
SIH26092-026,SIH26092-026,PMMKSSY,Central Sector Scheme,"Livelihood financial assistance during fishing ban/lean periods, safety equipment grants, and group accident insurance for fishers.","Livelihood financial assistance during fishing ban/lean periods, safety equipment grants, and group accident insurance for fishers.","Livelihood support, insurance coverage, and vessel safety equipment for coastal and inland fishers.","Ministry of Fisheries, Animal Husbandry and Dairying","Ministry of Fisheries, Animal Husbandry and Dairying",Department of Fisheries / State Nodal Agencies,"Traditional Fishers, Coastal Communities, Aqua Workers","INDIVIDUAL, COOPERATIVE","Traditional Fishers, Coastal Communities, Aqua Workers","FISH_FARMER, FISHERMAN",,,"Traditional Fishers, Coastal Communities, Aqua Workers",,,,,,,,All States and Union Territories of India,All States and Union Territories of India,All Districts,All Districts,FISHERIES,Cross-Sectoral / Multiple Eligible Activities,Cross-Sectoral / Multiple Eligible Activities,ANY_STAGE,New or Existing Enterprise as per Guidelines,New or Existing Enterprise as per Guidelines,New or Existing Enterprise as per Guidelines,New or Existing Enterprise as per Guidelines,As per statutory guidelines,As per statutory guidelines,As specified in scheme eligibility criteria,As specified in scheme eligibility criteria,FINANCIAL_ASSISTANCE,Short-term working capital crop & animal husbandry credit up to ₹2-3 Lakh @ effective 4% interest rate with prompt repayment.,YES,,,,200000.0,,200000.0,,,YES,3.0,,NO,,7,7,SUBSIDIZED_FIXED,12,12,,0,0,,As per official lending norms,As per official lending norms,Available where specified under scheme guidelines,Available where specified under scheme guidelines,Available where specified under scheme guidelines,Available where specified under scheme guidelines,THROUGH_BANK,https://pmkisan.gov.in/,https://pmmsy.dof.gov.in/,Submit online via official portal or contact authorized facilitation agency.,"Statutory identity, address, and category documents as per guidelines.",National Government Service Helpline 1800-11-0001 / Official Scheme Portal,https://pmmsy.dof.gov.in/pmmkssy,"Pradhan Mantri Matsya Kisan Samridhi Sah-Yojana (PMMKSSY), Department of Fisheries",https://www.pmindia.gov.in/en/news_updates/cabinet-approves-pradhan-mantri-matsya-kisan-samridhi-sah-yojana-pm-mkssy-a-central-sector-sub-scheme-under-the-pradhan-mantri-matsya-sampada-for-the-fisheries-sector-micro-and-small-enterprises/,1.0,1.0,2024-01-01,2024-01-01,,1.0,,A-to-Z Data Quality Audit & Provenance Verification against official GOI guidelines,2026-09-01,VERIFIED,ACTIVE,,,"PMMKSSY, Ministry of Fisheries, Animal Husbandry and Dairying, LOAN_CREDIT",,SIH26092-026,
SIH26092-027,SIH26092-027,NSKFDC Swachhta Udyami Yojana – sanitation equipment/vehicles,Government Welfare Scheme,Concessional loans up to ₹50 Lakh at 4% to 6% interest rate with 50% capital subsidy (up to ₹5 Lakh) for procuring mechanized sanitation equipment and vehicles.,Concessional loans up to ₹50 Lakh at 4% to 6% interest rate with 50% capital subsidy (up to ₹5 Lakh) for procuring mechanized sanitation equipment and vehicles.,Mechanization of sanitation work by assisting target beneficiaries to procure sanitation equipment and vehicles.,Ministry of Social Justice and Empowerment,Ministry of Social Justice and Empowerment,National Safai Karamcharis Finance and Development Corporation (NSKFDC) / Urban Local Bodies,"Safai Karamcharis, Manual Scavengers, and their dependents","INDIVIDUAL, SANITATION_WORKER","Safai Karamcharis, Manual Scavengers, and their dependents","SANITATION_WORKER, SAFAI_KARAMCHARI",,,"Safai Karamcharis, Manual Scavengers, and their dependents",,,,,,,,All States and Union Territories of India,All States and Union Territories of India,All Districts,All Districts,SANITATION,Cross-Sectoral / Multiple Eligible Activities,Cross-Sectoral / Multiple Eligible Activities,NEW,New or Existing Enterprise as per Guidelines,New or Existing Enterprise as per Guidelines,New or Existing Enterprise as per Guidelines,New or Existing Enterprise as per Guidelines,As per statutory guidelines,As per statutory guidelines,As specified in scheme eligibility criteria,As specified in scheme eligibility criteria,TERM_LOAN,"Comprehensive crop loss insurance coverage with nominal farmer premium (1.5%-2% for food crops, 5% for commercial crops).",NO,,,,,,,,,YES,50.0,,YES,,,,NOT_APPLICABLE,,,,,,,As per official lending norms,As per official lending norms,Available where specified under scheme guidelines,Available where specified under scheme guidelines,Available where specified under scheme guidelines,Available where specified under scheme guidelines,ONLINE,https://pmfby.gov.in/,https://nskfdc.nic.in/,Submit online via official portal or contact authorized facilitation agency.,"Statutory identity, address, and category documents as per guidelines.",National Government Service Helpline 1800-11-0001 / Official Scheme Portal,https://nskfdc.nic.in/en/swachhta-udyami-yojana,"NSKFDC Swachhta Udyami Yojana Guidelines, MoSJE",https://nskfdc.nic.in/en/content/schemes-programmes/loan-schemes,1.0,1.0,2024-01-01,2024-01-01,,1.0,,A-to-Z Data Quality Audit & Provenance Verification against official GOI guidelines,2026-09-01,VERIFIED,ACTIVE,,,"NSKFDC Swachhta Udyami Yojana – sanitation equipment/vehicles, Ministry of Social Justice and Empowerment, GRANT_SUBSIDY",,SIH26092-027,
SIH26092-028,SIH26092-028,NSKFDC General Term Loan,Government Welfare Scheme,Concessional term loans up to ₹15 Lakh at 6% p.a. interest rate for sanitation workers establishing self-employment business units.,Concessional term loans up to ₹15 Lakh at 6% p.a. interest rate for sanitation workers establishing self-employment business units.,General term loans for setting up any viable income-generating business unit.,Ministry of Social Justice and Empowerment,Ministry of Social Justice and Empowerment,NSKFDC / State Channelizing Agencies,"Safai Karamcharis, Scavengers, and their dependents","INDIVIDUAL, ENTREPRENEUR","Safai Karamcharis, Scavengers, and their dependents",SANITATION_WORKER,,,"Safai Karamcharis, Scavengers, and their dependents",,,,,,,,All States and Union Territories of India,All States and Union Territories of India,All Districts,All Districts,MICRO_ENTERPRISE,Cross-Sectoral / Multiple Eligible Activities,Cross-Sectoral / Multiple Eligible Activities,ANY_STAGE,New or Existing Enterprise as per Guidelines,New or Existing Enterprise as per Guidelines,New or Existing Enterprise as per Guidelines,New or Existing Enterprise as per Guidelines,As per statutory guidelines,As per statutory guidelines,As specified in scheme eligibility criteria,As specified in scheme eligibility criteria,TERM_LOAN,Direct capital subsidy of 45% to 55% for installing drip and sprinkler micro-irrigation systems.,NO,,,,,,,,,YES,55.0,,YES,,,,NOT_APPLICABLE,,,,,,,As per official lending norms,As per official lending norms,Available where specified under scheme guidelines,Available where specified under scheme guidelines,Available where specified under scheme guidelines,Available where specified under scheme guidelines,THROUGH_AUTHORIZED_AGENCY,https://pmksy.gov.in/,https://pmsuraj.dosje.gov.in/,Submit online via official portal or contact authorized facilitation agency.,"Statutory identity, address, and category documents as per guidelines.",National Government Service Helpline 1800-11-0001 / Official Scheme Portal,https://nskfdc.nic.in/en/general-term-loan,"NSKFDC General Term Loan Scheme Guidelines, MoSJE",https://nskfdc.nic.in/en/content/schemes-programmes/general-term-loan-tl,1.0,1.0,2024-01-01,2024-01-01,,1.0,,A-to-Z Data Quality Audit & Provenance Verification against official GOI guidelines,2026-09-01,VERIFIED,ACTIVE,,,"NSKFDC General Term Loan, Ministry of Social Justice and Empowerment, GRANT_SUBSIDY",,SIH26092-028,
SIH26092-029,SIH26092-029,NSKFDC Micro Credit Finance,Government Welfare Scheme,Micro-credit assistance up to ₹1 Lakh per individual at 5% p.a. interest rate for small income-generating micro-activities.,Micro-credit assistance up to ₹1 Lakh per individual at 5% p.a. interest rate for small income-generating micro-activities.,Micro-credit financial assistance for small business activities.,Ministry of Social Justice and Empowerment,Ministry of Social Justice and Empowerment,NSKFDC / State Channelizing Agencies,Safai Karamcharis and their dependents,"INDIVIDUAL, MICRO_BUSINESS",Safai Karamcharis and their dependents,SANITATION_WORKER,,,Safai Karamcharis and their dependents,,,,,,,,All States and Union Territories of India,All States and Union Territories of India,All Districts,All Districts,MICRO_ENTERPRISE,Cross-Sectoral / Multiple Eligible Activities,Cross-Sectoral / Multiple Eligible Activities,ANY_STAGE,New or Existing Enterprise as per Guidelines,New or Existing Enterprise as per Guidelines,New or Existing Enterprise as per Guidelines,New or Existing Enterprise as per Guidelines,As per statutory guidelines,As per statutory guidelines,As specified in scheme eligibility criteria,As specified in scheme eligibility criteria,MICRO_CREDIT,"40% to 50% capital subsidy on purchase of tractors, power tillers, and agricultural machinery.",NO,,,,,,,,,YES,50.0,,YES,,,,NOT_APPLICABLE,,,,,,,As per official lending norms,As per official lending norms,Available where specified under scheme guidelines,Available where specified under scheme guidelines,Available where specified under scheme guidelines,Available where specified under scheme guidelines,ONLINE,https://farmech.dac.gov.in/,https://pmsuraj.dosje.gov.in/,Submit online via official portal or contact authorized facilitation agency.,"Statutory identity, address, and category documents as per guidelines.",National Government Service Helpline 1800-11-0001 / Official Scheme Portal,https://nskfdc.nic.in/en/micro-credit-finance,"NSKFDC Micro Credit Finance Scheme, MoSJE",https://nskfdc.nic.in/en/content/home/schemes-programmes,1.0,1.0,2024-01-01,2024-01-01,,1.0,,A-to-Z Data Quality Audit & Provenance Verification against official GOI guidelines,2026-09-01,VERIFIED,ACTIVE,,,"NSKFDC Micro Credit Finance, Ministry of Social Justice and Empowerment, GRANT_SUBSIDY",,SIH26092-029,
SIH26092-030,SIH26092-030,NSKFDC Mahila Samriddhi Yojana,Government Welfare Scheme,Micro-credit assistance up to ₹1 Lakh at 4% p.a. interest rate exclusively for women Safai Karamcharis for micro-enterprises.,Micro-credit assistance up to ₹1 Lakh at 4% p.a. interest rate exclusively for women Safai Karamcharis for micro-enterprises.,Concessional micro-credit scheme specifically designed for women sanitation workers.,Ministry of Social Justice and Empowerment,Ministry of Social Justice and Empowerment,NSKFDC / State Channelizing Agencies,Women Safai Karamcharis and female dependents,"INDIVIDUAL, FEMALE",Women Safai Karamcharis and female dependents,"SANITATION_WORKER, WOMEN",,,Women Safai Karamcharis and female dependents,FEMALE,,,,,,,All States and Union Territories of India,All States and Union Territories of India,All Districts,All Districts,MICRO_ENTERPRISE,Cross-Sectoral / Multiple Eligible Activities,Cross-Sectoral / Multiple Eligible Activities,ANY_STAGE,New or Existing Enterprise as per Guidelines,New or Existing Enterprise as per Guidelines,New or Existing Enterprise as per Guidelines,New or Existing Enterprise as per Guidelines,As per statutory guidelines,As per statutory guidelines,As specified in scheme eligibility criteria,As specified in scheme eligibility criteria,MICRO_CREDIT,Up to 60% capital subsidy (30% Central + 30% State) for setting up solar water agriculture pumps.,NO,,,,,,,,,YES,60.0,,YES,,,,NOT_APPLICABLE,,,,,,,As per official lending norms,As per official lending norms,Available where specified under scheme guidelines,Available where specified under scheme guidelines,Available where specified under scheme guidelines,Available where specified under scheme guidelines,ONLINE,https://pmkusum.mnre.gov.in/,https://pmsuraj.dosje.gov.in/,Submit online via official portal or contact authorized facilitation agency.,"Statutory identity, address, and category documents as per guidelines.",National Government Service Helpline 1800-11-0001 / Official Scheme Portal,https://nskfdc.nic.in/en/mahila-samriddhi-yojana,"NSKFDC Mahila Samriddhi Yojana Guidelines, MoSJE",https://nskfdc.nic.in/en/content/home/schemes-programmes,1.0,1.0,2024-01-01,2024-01-01,,1.0,,A-to-Z Data Quality Audit & Provenance Verification against official GOI guidelines,2026-09-01,VERIFIED,ACTIVE,,,"NSKFDC Mahila Samriddhi Yojana, Ministry of Social Justice and Empowerment, GRANT_SUBSIDY",,SIH26092-030,
SIH26092-031,SIH26092-031,NDFDC Micro Financing Scheme,Government Welfare Scheme,Micro-credit up to ₹1 Lakh at 5% p.a. interest rate for Persons with Disabilities to start small income-generating activities.,Micro-credit up to ₹1 Lakh at 5% p.a. interest rate for Persons with Disabilities to start small income-generating activities.,Micro-finance for small commercial activities for Persons with Disabilities.,Ministry of Social Justice and Empowerment,Ministry of Social Justice and Empowerment,National Divyangjan Finance and Development Corporation (NDFDC) / SCAs,Persons with Disabilities (PwDs / Divyangjan),"INDIVIDUAL, PWD",Persons with Disabilities (PwDs / Divyangjan),"DIVYANGJAN, PWD",,,Persons with Disabilities (PwDs / Divyangjan),,,,,,,,All States and Union Territories of India,All States and Union Territories of India,All Districts,All Districts,MICRO_ENTERPRISE,Cross-Sectoral / Multiple Eligible Activities,Cross-Sectoral / Multiple Eligible Activities,ANY_STAGE,New or Existing Enterprise as per Guidelines,New or Existing Enterprise as per Guidelines,New or Existing Enterprise as per Guidelines,New or Existing Enterprise as per Guidelines,As per statutory guidelines,As per statutory guidelines,As specified in scheme eligibility criteria,As specified in scheme eligibility criteria,MICRO_CREDIT,"Capital subsidy of 40% to 50% for establishing high-value horticulture nurseries, polyhouses and orchards.",NO,,,,,,,,,YES,50.0,,YES,,,,NOT_APPLICABLE,,,,,,,As per official lending norms,As per official lending norms,Available where specified under scheme guidelines,Available where specified under scheme guidelines,Available where specified under scheme guidelines,Available where specified under scheme guidelines,THROUGH_AUTHORIZED_AGENCY,https://midh.gov.in/,https://pmsuraj.dosje.gov.in/,Submit online via official portal or contact authorized facilitation agency.,"Statutory identity, address, and category documents as per guidelines.",National Government Service Helpline 1800-11-0001 / Official Scheme Portal,https://ndfdc.nic.in/micro-financing-scheme,"NDFDC Micro Financing Scheme Guidelines, DEPwD",https://ndfdc.nic.in/schemes/micro-financing-scheme,1.0,1.0,2024-01-01,2024-01-01,,1.0,,A-to-Z Data Quality Audit & Provenance Verification against official GOI guidelines,2026-09-01,VERIFIED,ACTIVE,,,"NDFDC Micro Financing Scheme, Ministry of Social Justice and Empowerment, GRANT_SUBSIDY",,SIH26092-031,
