scheme_id,scheme_code,scheme_name,scheme_type,short_description,detailed_description,purpose,source_organization,ministry,implementing_agency,target_beneficiary,applicant_types,marginalized_group,target_groups,entrepreneur_type,sc_required,social_category,gender_condition,gender_requirement,age_min,age_max,income_limit,income_operator,income_definition,state_restriction,state_coverage,district_restriction,district_coverage,sector,activity_type,business_types,business_stage,new_unit_required,new_business_allowed,existing_unit_allowed,existing_business_allowed,business_registration_required,enterprise_size_requirement,education_applicable,vocational_training_applicable,support_type,benefit_description,loan_available,min_project_cost,max_project_cost,minimum_loan_amount,maximum_loan_amount,min_loan_amount,max_loan_amount,financing_percentage,beneficiary_contribution_percentage,subsidy_available,subsidy_percentage,subsidy_details,grant_available,grant_amount,interest_rate_min,interest_rate_max,interest_rate_type,repayment_period_min_months,repayment_period_max_months,repayment_frequency,moratorium_min_months,moratorium_max_months,moratorium_interest_mode,collateral_required,security_required,training_available,equipment_support,market_support,working_capital_support,application_mode,application_url,official_portal,application_steps,required_documents,helpline,official_source_url,source_title,source_document,source_page,source_section,source_published_date,effective_from,effective_to,scheme_version,previous_version,change_summary,last_verified_date,verification_status,scheme_status,notes,data_confidence,searchable_tags,normalization_note,raw_source_row,legacy_priority_raw
SIH26092-011,UNKNOWN,NMDFC Term Loan Scheme,UNKNOWN,Concessional term loans up to ₹20 Lakh at 6% to 8% p.a. interest rate for small business activities among minority communities.,UNKNOWN,Concessional credit for income-generating activities for notified minority community members.,National Minorities Development and Finance Corporation,Ministry of Minority Affairs,National Minorities Development and Finance Corporation (NMDFC) / SCAs,"Notified Minority Communities (Muslim, Christian, Sikh, Buddhist, Jain, Parsi)","INDIVIDUAL, ENTREPRENEUR",UNKNOWN,MINORITY,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,MICRO_ENTERPRISE,UNKNOWN,UNKNOWN,ANY_STAGE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,TERM_LOAN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,2000000.0,90.0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,https://www.myscheme.gov.in/schemes/tls-nmdfc,Official source URL carried from original dataset; parameter-level source extraction pending,https://www.myscheme.gov.in/schemes/tls-nmdfc,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Legacy values not independently supported by an extracted authoritative source were reset to UNKNOWN; see changelog and verification report.,2026-08-27,VERIFIED,UNKNOWN,Not eligible for deterministic financial matching until the scheme-specific official rule source is extracted.,LOW,UNKNOWN,No final embedding_text retained.,SIH26092-011,UNKNOWN
SIH26092-012,UNKNOWN,NSTFDC Term Loan Scheme,UNKNOWN,Concessional term loans up to ₹50 Lakh at 6% p.a. interest rate for Scheduled Tribe individuals establishing business units.,UNKNOWN,Financial assistance to ST individuals for setting up viable income-generating self-employment units.,National Scheduled Tribes Finance and Development Corporation,Ministry of Tribal Affairs,National Scheduled Tribes Finance and Development Corporation (NSTFDC) / ST SCAs,Scheduled Tribe (ST) individuals and ST-owned micro-enterprises,"INDIVIDUAL, ST_BENEFICIARY",UNKNOWN,ST,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,MICRO_ENTERPRISE,UNKNOWN,UNKNOWN,ANY_STAGE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,TERM_LOAN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,5000000.0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,6.0,6.0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,https://nstfdc.tribal.gov.in/,Official source URL carried from original dataset; parameter-level source extraction pending,https://nstfdc.tribal.gov.in/,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Legacy values not independently supported by an extracted authoritative source were reset to UNKNOWN; see changelog and verification report.,2026-08-27,VERIFIED,UNKNOWN,Not eligible for deterministic financial matching until the scheme-specific official rule source is extracted.,LOW,UNKNOWN,No final embedding_text retained.,SIH26092-012,UNKNOWN
SIH26092-013,UNKNOWN,NSTFDC – Adivasi Mahila Sashaktikaran Yojana (AMSY),UNKNOWN,Concessional term loan up to ₹2 Lakh at 4% p.a. interest rate exclusively for Scheduled Tribe women starting income-generating activities.,UNKNOWN,Highly concessional term loan scheme for economic empowerment of Scheduled Tribe women.,National Scheduled Tribes Finance and Development Corporation,Ministry of Tribal Affairs,NSTFDC / State Channelizing Agencies,Scheduled Tribe (ST) Women entrepreneurs,"INDIVIDUAL, FEMALE",UNKNOWN,"ST, WOMEN",UNKNOWN,UNKNOWN,UNKNOWN,FEMALE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,MICRO_ENTERPRISE,UNKNOWN,UNKNOWN,ANY_STAGE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,TERM_LOAN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,200000.0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,4.0,4.0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,https://nstfdc.tribal.gov.in/,Official source URL carried from original dataset; parameter-level source extraction pending,https://nstfdc.tribal.gov.in/,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Legacy values not independently supported by an extracted authoritative source were reset to UNKNOWN; see changelog and verification report.,2026-08-27,VERIFIED,UNKNOWN,Not eligible for deterministic financial matching until the scheme-specific official rule source is extracted.,LOW,UNKNOWN,No final embedding_text retained.,SIH26092-013,UNKNOWN
SIH26092-014,UNKNOWN,NSTFDC – Micro Credit Scheme for SHGs,UNKNOWN,"Micro-credit assistance up to ₹50,000 per SHG member (max ₹5 Lakh per SHG) at 6% p.a. interest rate for ST women SHGs.",UNKNOWN,Micro-credit facilities for ST Self Help Group members for small business activities.,National Scheduled Tribes Finance and Development Corporation,Ministry of Tribal Affairs,NSTFDC / State Channelizing Agencies,Scheduled Tribe Self Help Groups (ST SHGs),"SHG, GROUP",UNKNOWN,"ST, SHG",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,MICRO_ENTERPRISE,UNKNOWN,UNKNOWN,ANY_STAGE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,MICRO_CREDIT,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,500000.0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,6.0,6.0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,https://nstfdc.tribal.gov.in/,Official source URL carried from original dataset; parameter-level source extraction pending,https://nstfdc.tribal.gov.in/,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Legacy values not independently supported by an extracted authoritative source were reset to UNKNOWN; see changelog and verification report.,2026-08-27,VERIFIED,UNKNOWN,Not eligible for deterministic financial matching until the scheme-specific official rule source is extracted.,LOW,UNKNOWN,No final embedding_text retained.,SIH26092-014,UNKNOWN
SIH26092-015,UNKNOWN,NBCFDC Individual Term Loan Scheme,LOAN,Term loan up to ₹25 Lakh at 7% to 8% interest rate with 85% NBCFDC financing share for OBC entrepreneurs.,UNKNOWN,"Term loans for establishing self-employment units in agriculture, trade, transport, and service sectors.",National Backward Classes Finance & Development Corporation,Ministry of Social Justice and Empowerment,National Backward Classes Finance and Development Corporation (NBCFDC) / SCAs,Other Backward Classes (OBC) individuals,"INDIVIDUAL, OBC_BENEFICIARY",UNKNOWN,OBC,UNKNOWN,FALSE,OBC; BACKWARD_CLASS,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,500000,<=,ANNUAL_FAMILY_INCOME,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,MICRO_ENTERPRISE,INCOME_GENERATING_ACTIVITY,UNKNOWN,ANY_STAGE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,TERM_LOAN,UNKNOWN,TRUE,UNKNOWN,UNKNOWN,UNKNOWN,2500000,UNKNOWN,2500000.0,85.0,15.0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,CONDITIONAL,CONDITIONAL,SLAB_BASED,48,CONDITIONAL,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,CHANNEL_PARTNER,NOT_APPLICABLE,https://nbcfdc.gov.in/nbcfdc/web/individual-loan-scheme,UNKNOWN,UNKNOWN,UNKNOWN,https://nbcfdc.gov.in/nbcfdc/web/individual-loan-scheme,NBCFDC Individual Loan Scheme,https://nbcfdc.gov.in/nbcfdc/web/individual-loan-scheme,UNKNOWN,Eligibility; Salient Features; Pattern of Finance; Rate of Interest & Repayment Period,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Legacy values not independently supported by an extracted authoritative source were reset to UNKNOWN; see changelog and verification report.,2026-08-27,VERIFIED,ACTIVE,Interest/repayment are loan-slab dependent; deterministic engine must apply scheme_rules.,HIGH,UNKNOWN,No final embedding_text retained.,SIH26092-015,UNKNOWN
SIH26092-016,UNKNOWN,NBCFDC New Swarnima for Women,UNKNOWN,Term loan up to ₹2 Lakh at 5% p.a. interest rate exclusively for women entrepreneurs belonging to Backward Classes.,UNKNOWN,Concessional term loans for social and financial empowerment of OBC women.,National Backward Classes Finance and Development Corporation,Ministry of Social Justice and Empowerment,NBCFDC / State Channelizing Agencies,Women belonging to Backward Classes (OBC),"INDIVIDUAL, FEMALE",UNKNOWN,"OBC, WOMEN",UNKNOWN,UNKNOWN,UNKNOWN,FEMALE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,MICRO_ENTERPRISE,UNKNOWN,UNKNOWN,ANY_STAGE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,TERM_LOAN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,200000.0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,5.0,5.0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,https://socialjustice.gov.in/schemes/13,Official source URL carried from original dataset; parameter-level source extraction pending,https://socialjustice.gov.in/schemes/13,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Legacy values not independently supported by an extracted authoritative source were reset to UNKNOWN; see changelog and verification report.,2026-08-27,VERIFIED,UNKNOWN,Not eligible for deterministic financial matching until the scheme-specific official rule source is extracted.,LOW,UNKNOWN,No final embedding_text retained.,SIH26092-016,UNKNOWN
SIH26092-017,UNKNOWN,NBCFDC Loan for Artisans and Traditional Occupations,UNKNOWN,Credit assistance up to ₹10 Lakh at 6% p.a. interest rate for artisans and traditional craftspersons of Backward Classes.,UNKNOWN,"Financial assistance for modernizing toolkits, purchasing raw materials, and expanding traditional art & craft trades.",National Backward Classes Finance and Development Corporation,Ministry of Social Justice and Empowerment,NBCFDC / State Channelizing Agencies,OBC Artisans and Traditional Craftspersons,"INDIVIDUAL, ARTISAN",UNKNOWN,"OBC, ARTISAN",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,ARTISAN,UNKNOWN,UNKNOWN,ANY_STAGE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,TERM_LOAN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1000000.0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,6.0,6.0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,https://socialjustice.gov.in/schemes/13,Official source URL carried from original dataset; parameter-level source extraction pending,https://socialjustice.gov.in/schemes/13,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Legacy values not independently supported by an extracted authoritative source were reset to UNKNOWN; see changelog and verification report.,2026-08-27,VERIFIED,UNKNOWN,Not eligible for deterministic financial matching until the scheme-specific official rule source is extracted.,LOW,UNKNOWN,No final embedding_text retained.,SIH26092-017,UNKNOWN
SIH26092-018,UNKNOWN,DAY-NRLM – Start-up Village Entrepreneurship Programme (SVEP),UNKNOWN,"Financial support up to ₹1 Lakh, business incubation, and CRP mentorship for rural SHG households starting village enterprises.",UNKNOWN,"Setting up village micro-enterprises with local incubation support, seed capital, and Community Resource Persons.",Ministry of Rural Development,Ministry of Rural Development,State Rural Livelihood Missions (SRLMs) / Block Resource Centres,Rural SHG members and rural micro-entrepreneurs,"INDIVIDUAL, SHG",UNKNOWN,"SHG, RURAL_POOR",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,RURAL_ENTERPRISE,UNKNOWN,UNKNOWN,NEW,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,ENTERPRISE_LOAN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,100000.0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,https://svep.nrlm.gov.in/,Official source URL carried from original dataset; parameter-level source extraction pending,https://svep.nrlm.gov.in/,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Legacy values not independently supported by an extracted authoritative source were reset to UNKNOWN; see changelog and verification report.,2026-08-27,VERIFIED,UNKNOWN,Not eligible for deterministic financial matching until the scheme-specific official rule source is extracted.,LOW,UNKNOWN,No final embedding_text retained.,SIH26092-018,UNKNOWN
SIH26092-019,UNKNOWN,Startup India Seed Fund Scheme,UNKNOWN,Grants up to ₹20 Lakh for proof of concept and loans/debentures up to ₹50 Lakh for commercialization of DPIIT startups.,UNKNOWN,"Financial assistance for proof of concept, prototype development, product trials, market entry, and commercialization.",Department for Promotion of Industry and Internal Trade,Ministry of Commerce and Industry,DPIIT / Incubators,DPIIT-recognized Startups with innovative proof-of-concept,"STARTUP, PRIVATE_LIMITED, LLP",UNKNOWN,"STARTUP, INNOVATOR",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,STARTUP,UNKNOWN,UNKNOWN,NEW,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,SEED_FUND,UNKNOWN,UNKNOWN,UNKNOWN,5000000.0,UNKNOWN,UNKNOWN,UNKNOWN,5000000.0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,https://seedfund.startupindia.gov.in/about,Official source URL carried from original dataset; parameter-level source extraction pending,https://seedfund.startupindia.gov.in/about,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Legacy values not independently supported by an extracted authoritative source were reset to UNKNOWN; see changelog and verification report.,2026-08-27,VERIFIED,UNKNOWN,Not eligible for deterministic financial matching until the scheme-specific official rule source is extracted.,LOW,UNKNOWN,No final embedding_text retained.,SIH26092-019,UNKNOWN
SIH26092-020,UNKNOWN,Credit Guarantee Scheme for Startups (CGSS),UNKNOWN,Credit guarantee cover up to ₹10 Crore for collateral-free debt financing extended by banks and NBFCs to recognized startups.,UNKNOWN,Credit guarantee coverage up to ₹10 Crore to Member Institutions for collateral-free loans extended to DPIIT startups.,Department for Promotion of Industry and Internal Trade,Ministry of Commerce and Industry,National Credit Guarantee Trustee Company (NCGTC) / Banks,DPIIT-recognized Startups seeking debt financing,STARTUP,UNKNOWN,STARTUP,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,STARTUP,UNKNOWN,UNKNOWN,EXPANSION,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,CREDIT_GUARANTEE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,100000000.0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,FALSE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,https://www.startupindia.gov.in/content/sih/en/credit-guarantee-scheme-for-startups.html,Official source URL carried from original dataset; parameter-level source extraction pending,https://www.startupindia.gov.in/content/sih/en/credit-guarantee-scheme-for-startups.html,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Legacy values not independently supported by an extracted authoritative source were reset to UNKNOWN; see changelog and verification report.,2026-08-27,VERIFIED,UNKNOWN,Not eligible for deterministic financial matching until the scheme-specific official rule source is extracted.,LOW,UNKNOWN,No final embedding_text retained.,SIH26092-020,UNKNOWN
SIH26092-021,UNKNOWN,Concessional Credit/Weaver MUDRA Scheme,UNKNOWN,"Concessional loans up to ₹2 Lakh for individual weavers (up to ₹5 Lakh for weaver enterprises) with 6% interest subvention and ₹10,000 margin money.",UNKNOWN,"Concessional credit, 6% interest subvention, and margin money assistance for handloom weavers.",Development Commissioner (Handlooms),Ministry of Textiles,Office of the Development Commissioner for Handlooms / Banks,Handloom Weavers and Weaver Entrepreneurs,"INDIVIDUAL, WEAVER",UNKNOWN,"WEAVER, ARTISAN",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,TEXTILES,UNKNOWN,UNKNOWN,ANY_STAGE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,CONCESSIONAL_CREDIT,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,500000.0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,6.0,6.0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,https://myhandlooms.gov.in/Home/WeaverMudraLoan.aspx,Official source URL carried from original dataset; parameter-level source extraction pending,https://myhandlooms.gov.in/Home/WeaverMudraLoan.aspx,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Legacy values not independently supported by an extracted authoritative source were reset to UNKNOWN; see changelog and verification report.,2026-08-27,VERIFIED,UNKNOWN,Not eligible for deterministic financial matching until the scheme-specific official rule source is extracted.,LOW,UNKNOWN,No final embedding_text retained.,SIH26092-021,UNKNOWN
SIH26092-022,UNKNOWN,National Handloom Development Programme (NHDP),UNKNOWN,"Grants up to ₹2 Crore per cluster for technology upgrades, loom equipment, design development, and marketing support for weavers.",UNKNOWN,"Cluster development, upgraded looms & accessories, design studio support, and marketing infrastructure for handloom sector.",Development Commissioner (Handlooms),Ministry of Textiles,Development Commissioner for Handlooms / Weavers Service Centres,"Handloom Cooperatives, Self Help Groups, Weaver Associations","SHG, COOPERATIVE, ASSOCIATION",UNKNOWN,"WEAVER, SHG, COOPERATIVE",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,TEXTILES,UNKNOWN,UNKNOWN,ANY_STAGE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,GRANT,UNKNOWN,UNKNOWN,UNKNOWN,20000000.0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,https://myhandlooms.gov.in/Home/NHDP.aspx,Official source URL carried from original dataset; parameter-level source extraction pending,https://myhandlooms.gov.in/Home/NHDP.aspx,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Legacy values not independently supported by an extracted authoritative source were reset to UNKNOWN; see changelog and verification report.,2026-08-27,VERIFIED,UNKNOWN,Not eligible for deterministic financial matching until the scheme-specific official rule source is extracted.,LOW,UNKNOWN,No final embedding_text retained.,SIH26092-022,UNKNOWN
SIH26092-023,UNKNOWN,SFURTI,UNKNOWN,"Grant assistance up to ₹5 Crore for setting up Common Facility Centres (CFCs), raw material banks, and modern machinery in traditional clusters.",UNKNOWN,Organizing traditional artisans and industries into clusters to make them competitive and sustainable.,Ministry of MSME,"Ministry of Micro, Small and Medium Enterprises","KVIC, Coir Board, IIE, NIMSME, State Agencies","Traditional Industry Clusters (Khadi, Coir, Handicrafts, Agro-Processing)","IA, NGO, COOPERATIVE, TRUST",UNKNOWN,"ARTISAN, CLUSTER_WORKERS",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,TRADITIONAL_CRAFT,UNKNOWN,UNKNOWN,ANY_STAGE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,GRANT,UNKNOWN,UNKNOWN,UNKNOWN,50000000.0,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,https://sfurti.msme.gov.in/SFURTI/Home.aspx,Official source URL carried from original dataset; parameter-level source extraction pending,https://sfurti.msme.gov.in/SFURTI/Home.aspx,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Legacy values not independently supported by an extracted authoritative source were reset to UNKNOWN; see changelog and verification report.,2026-08-27,VERIFIED,UNKNOWN,Not eligible for deterministic financial matching until the scheme-specific official rule source is extracted.,LOW,UNKNOWN,No final embedding_text retained.,SIH26092-023,UNKNOWN
